DATE,TIME,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,Press_Avg,Lat,Long,Alt
2018-03-07,9:00,16.01,70.41,3.422,8.09,71.1,810.176,20.703,100.44,1945
2018-03-07,10:00,17.47,63.45,5.278,9.97,92.8,810.438,20.703,100.44,1945
2018-03-07,11:00,19.01,56.31,5.278,9.88,89.1,810.326,20.703,100.44,1945
2018-03-07,12:00,20.41,51.61,4.908,8.37,95.8,810.156,20.703,100.44,1945
2018-03-07,13:00,21.21,48.29,5.712,10.61,102.8,809.462,20.703,100.44,1945
2018-03-07,14:00,22.3,43.22,5.873,11.48,101.6,808.54,20.703,100.44,1945
2018-03-07,15:00,21.31,45.18,5.818,11.16,80,807.857,20.703,100.44,1945
2018-03-07,16:00,22.43,40.43,5.518,9.66,79.9,807.192,20.703,100.44,1945
2018-03-07,17:00,21.56,42.42,6.02,12.05,82.1,807.154,20.703,100.44,1945
2018-03-07,18:00,19.64,47.11,5.963,12.55,71.2,807.135,20.703,100.44,1945
2018-03-07,19:00,18.01,51.25,6.788,12.62,83.7,807.307,20.703,100.44,1945
2018-03-07,20:00,16.04,57.28,5.299,9.81,68.4,808.043,20.703,100.44,1945
2018-03-07,21:00,14.74,61.67,3.561,10.11,71.6,808.733,20.703,100.44,1945
2018-03-07,22:00,13.95,64.47,2.413,5.23,303,809.274,20.703,100.44,1945
2018-03-07,23:00,13.21,67.98,2.674,6.24,354.3,809.47,20.703,100.44,1945
2018-03-08,0:00,12.99,69.63,2.641,7.93,49.7,809.351,20.703,100.44,1945
2018-03-08,1:00,12.45,72.17,2.662,6.6,43.5,809.245,20.703,100.44,1945
2018-03-08,2:00,12.22,73.53,2.152,5.23,46.9,809.042,20.703,100.44,1945
2018-03-08,3:00,12.17,73.94,2.466,5.38,61.8,808.738,20.703,100.44,1945
2018-03-08,4:00,12.18,73.81,2.751,4.8,46.9,808.831,20.703,100.44,1945
2018-03-08,5:00,11.23,76.7,2.467,3.92,10.7,808.927,20.703,100.44,1945
2018-03-08,6:00,10.31,79.34,2.51,3.71,359.7,809.196,20.703,100.44,1945
2018-03-08,7:00,9.4,82.16,2.642,3.63,354.3,809.675,20.703,100.44,1945
2018-03-08,8:00,9.64,81.04,2.618,3.48,355.1,810.282,20.703,100.44,1945
2018-03-08,9:00,12.05,71.87,1.574,3.32,333.7,810.635,20.703,100.44,1945
2018-03-08,10:00,15.66,59.6,1.304,2.95,221.6,810.845,20.703,100.44,1945
2018-03-08,11:00,18.23,51,1.885,4.02,181.4,810.659,20.703,100.44,1945
2018-03-08,12:00,21.38,41.66,2.962,6.42,178.9,809.919,20.703,100.44,1945
2018-03-08,13:00,23.76,31.77,3.803,7.96,216.9,808.874,20.703,100.44,1945
2018-03-08,14:00,25.13,24.26,3.874,9.14,241.8,808.068,20.703,100.44,1945
2018-03-08,15:00,25.67,21.52,4.783,9.95,231,807.01,20.703,100.44,1945
2018-03-08,16:00,26.03,18.69,4.123,8.86,227.9,806.21,20.703,100.44,1945
2018-03-08,17:00,26.06,18.1,4.164,8.46,228.6,805.881,20.703,100.44,1945
2018-03-08,18:00,25.91,17.25,3.887,7.25,227.5,805.737,20.703,100.44,1945
2018-03-08,19:00,24.45,20.32,3.498,8.05,262.7,806.042,20.703,100.44,1945
2018-03-08,20:00,22.91,20.48,1.921,4.09,265.3,806.362,20.703,100.44,1945
2018-03-08,21:00,21.61,24.57,0.776,2.16,263.6,806.674,20.703,100.44,1945
2018-03-08,22:00,20.76,26.96,1.731,2.94,147,807.147,20.703,100.44,1945
2018-03-08,23:00,19.2,32.52,2.876,5.73,135.3,807.851,20.703,100.44,1945
2018-03-09,0:00,16.85,47.22,2.523,4.26,27.8,808.08,20.703,100.44,1945
2018-03-09,1:00,15.04,55.89,2.581,3.71,6.6,808.035,20.703,100.44,1945
2018-03-09,2:00,13.52,63.17,2.736,4.57,359.2,807.867,20.703,100.44,1945
2018-03-09,3:00,13.12,64.69,1.64,3.15,2.5,807.69,20.703,100.44,1945
2018-03-09,4:00,12.33,66.95,1.649,2.79,15.3,807.475,20.703,100.44,1945
2018-03-09,5:00,12.09,66.37,2.132,2.78,11.6,807.217,20.703,100.44,1945
2018-03-09,6:00,11.37,68.08,1.13,2.32,29.5,807.351,20.703,100.44,1945
2018-03-09,7:00,10.96,70.76,1.863,2.39,1.9,807.822,20.703,100.44,1945
2018-03-09,8:00,11.71,68.07,1.692,2.4,15.1,808.258,20.703,100.44,1945
2018-03-09,9:00,15.01,56.27,1.109,2.22,283.4,808.71,20.703,100.44,1945
2018-03-09,10:00,18.15,43.06,2.032,4.41,203.8,808.957,20.703,100.44,1945
2018-03-09,11:00,20.72,37.37,4.011,9.02,208.5,808.77,20.703,100.44,1945
2018-03-09,12:00,22.53,32.58,4.783,9.73,217.2,808.27,20.703,100.44,1945
2018-03-09,13:00,23.95,26.54,5.035,9.71,237.8,807.41,20.703,100.44,1945
2018-03-09,14:00,25.3,21.41,6.355,12.36,228.8,806.32,20.703,100.44,1945
2018-03-09,15:00,25.95,20.2,6.492,12.58,237.1,805.378,20.703,100.44,1945
2018-03-09,16:00,26.46,20.26,5.6,10.76,236,804.788,20.703,100.44,1945
2018-03-09,17:00,26.62,20.12,5.853,10.57,229.1,804.481,20.703,100.44,1945
2018-03-09,18:00,26.3,20.17,4.859,10.36,230.3,804.609,20.703,100.44,1945
2018-03-09,19:00,25.01,20.75,5.034,9.05,228.9,805.027,20.703,100.44,1945
2018-03-09,20:00,23.56,20.62,3.673,7.9,237.1,805.708,20.703,100.44,1945
2018-03-09,21:00,22.34,21.69,2.266,4.74,240.1,806.282,20.703,100.44,1945
2018-03-09,22:00,20.9,25.24,2.448,5.4,181.7,806.727,20.703,100.44,1945
2018-03-09,23:00,20.26,27.96,3.017,5.58,166.8,807.102,20.703,100.44,1945
2018-03-10,0:00,19.27,29.31,1.714,2.98,155.8,807.189,20.703,100.44,1945
2018-03-10,1:00,18.66,33.89,1.255,2.62,179.5,807.18,20.703,100.44,1945
2018-03-10,2:00,17.49,37.38,1.555,3.75,194.6,806.995,20.703,100.44,1945
2018-03-10,3:00,17.04,39.47,0.8,2.69,145.5,807.028,20.703,100.44,1945
2018-03-10,4:00,16.41,41.94,1.631,4.32,195.4,807.081,20.703,100.44,1945
